gene_id,gene_symbol,means,variances,variances_norm,highly_variable_rank
ENSG00000158825.6,CDA,0.8144985104270109,2.843925237608269,1.7778926052832031,905.0
ENSG00000117318.9,ID3,0.21916583912611717,0.5235178263033727,1.6596161646340946,1090.0
ENSG00000181036.14,FCRL6,0.1404170804369414,0.35390309348119625,1.806803457408862,871.0
ENSG00000158714.11,SLAMF8,0.08232373386295928,0.20784125778405077,1.8446552486229426,829.0
ENSG00000174059.17,CD34,0.004766633565044687,0.03473743187892322,3.1754895363931404,259.0
ENSG00000142657.21,PGD,1.1471698113207547,4.067920780576288,1.5571295138709618,1283.0
ENSG00000227050.1,ENSG00000227050.1,0.0006951340615690168,0.0010919787527628381,1.4490693938085957,1623.0
ENSG00000169224.13,GCSAML,0.002284011916583913,0.0036694277213147855,1.4071772670325042,1907.0
ENSG00000224805.2,LINC00853,0.0009930486593843098,0.001588049410408795,1.4513438095016558,1606.0
ENSG00000162366.8,PDZK1IP1,0.004766633565044687,0.03414154350867791,3.070999064998881,281.0
ENSG00000143061.18,IGSF3,0.0012909632571996028,0.0020839425442105877,1.4455065255214776,1650.0
ENSG00000135821.19,GLUL,1.3135054617676265,5.659475941722079,1.7701082898642122,914.0
ENSG00000162374.18,ELAVL4,0.004170804369414101,0.008523669303454624,1.7247782382951393,961.0
ENSG00000158710.15,TAGLN2,3.4713008937437935,21.884517425592605,1.5105230753017223,1428.0
ENSG00000162734.13,PEA15,0.435253227408143,1.0286309568249192,1.4594952618306598,1584.0
ENSG00000158869.11,FCER1G,8.894538232373387,193.24163269468474,2.8789291922359643,326.0
ENSG00000288093.1,ENSG00000288093.1,0.08103277060575968,0.16226807619283942,1.4637931760893645,1571.0
ENSG00000117632.23,STMN1,0.5917576961271103,10.566760938402878,9.94480652877053,26.0
ENSG00000142945.13,KIF2C,0.007845084409136048,0.029633552322145026,2.810634177046069,341.0
ENSG00000158481.13,CD1C,0.27249255213505463,4.426882554071051,10.98205918087934,21.0
ENSG00000158488.16,CD1E,0.018867924528301886,0.08465737355642296,2.821124573199026,339.0
ENSG00000162889.11,MAPKAPK2,0.4734856007944389,1.5773582933173222,2.0153388446965548,684.0
ENSG00000176083.18,ZNF683,0.049851042701092356,0.3310134846125784,4.010916146710409,177.0
ENSG00000272100.1,ENSG00000272100.1,0.00039721946375372393,0.0005957305712727168,1.4374554369243873,1812.0
ENSG00000085840.13,ORC1,0.007348560079443893,0.016034979298254162,1.7668333096854365,916.0
ENSG00000185155.12,MIXL1,0.004270109235352532,0.008224886811290084,1.6228948345860426,1160.0
ENSG00000175130.7,MARCKSL1,0.714299900695134,6.26447917512165,2.307542881379196,490.0
ENSG00000276600.5,RAB7B,0.0035749751737835156,0.02223371743904497,2.3028821398861172,494.0
ENSG00000064886.14,CHI3L2,0.13644488579940417,0.2658183262401052,1.3982103189496116,1950.0
ENSG00000162426.16,SLC45A1,0.0026812313803376365,0.004859231974648018,1.5747967251714008,1235.0
ENSG00000163131.12,CTSS,25.06534260178749,1215.9274013872305,3.0772902524164314,278.0
ENSG00000117228.11,GBP1,3.3024826216484606,39.314990359962145,2.937515172744757,310.0
ENSG00000162645.13,GBP2,2.3828202581926514,11.821554067401662,1.4772587462709073,1519.0
ENSG00000162654.9,GBP4,1.6316782522343596,8.27856734904531,1.859851645415955,814.0
ENSG00000000938.13,FGR,2.4882820258192653,13.209267780221142,1.542508460515979,1326.0
ENSG00000126709.16,IFI6,1.928599801390268,11.68990597449594,2.0297479632002795,673.0
ENSG00000137959.17,IFI44L,1.545878848063555,8.856917665328698,2.1615459908179075,578.0
ENSG00000073756.13,PTGS2,0.17189672293942404,0.7231549083912859,2.979881365238924,303.0
ENSG00000188290.11,HES4,0.3319761668321748,2.023756447937237,3.987065910182764,180.0
ENSG00000187608.10,ISG15,3.3201588877855013,45.67820118639185,3.3841393285172905,230.0
ENSG00000137965.11,IFI44,0.755312810327706,2.1824501702897474,1.5140393484029455,1408.0
ENSG00000132185.18,FCRLA,0.13316782522343595,0.4453691475196516,2.4025711280167696,453.0
ENSG00000117399.14,CDC20,0.016782522343594838,0.24790582517866053,7.408242177357681,50.0
ENSG00000066279.19,ASPM,0.030486593843098313,0.3972232213417588,7.021425398909142,60.0
ENSG00000272405.1,ENSG00000272405.1,0.00039721946375372393,0.0005957305712727168,1.4374554369243873,1798.0
ENSG00000288531.1,ENSG00000288531.1,0.005263157894736842,0.011393490180909618,1.7966284300725155,885.0
ENSG00000085831.16,TTC39A,0.010824230387288978,0.02123549100087253,1.544053926905893,1321.0
ENSG00000150337.14,FCGR1A,1.1233366434955312,5.127899085190045,2.0244980945134734,677.0
ENSG00000285361.1,ENSG00000285361.1,0.00039721946375372393,0.0005957305712727168,1.4374554369243873,1746.0
ENSG00000162891.11,IL20,0.0004965243296921549,0.0008935859944732885,1.6925670853024861,1032.0
ENSG00000213171.3,LINGO4,0.00039721946375372393,0.0005957305712727168,1.4374554369243873,1773.0
ENSG00000196407.12,THEM5,0.00039721946375372393,0.0005957305712727168,1.4374554369243873,1772.0
ENSG00000197747.9,S100A10,8.64299900695134,129.77630166153443,2.0280858726080035,674.0
ENSG00000223896.2,CCNJP2,0.00039721946375372393,0.0005957305712727168,1.4374554369243873,1781.0
ENSG00000163563.8,MNDA,9.552631578947368,219.4193668947421,2.901496041715251,319.0
ENSG00000162722.9,TRIM58,0.025124131082423038,0.06461849188957663,1.941663578044188,743.0
ENSG00000054277.14,OPN3,0.23227408142999006,0.496147673407017,1.4742195138913978,1523.0
ENSG00000174371.17,EXO1,0.0033763654419066533,0.0063447416401802735,1.609931526389683,1181.0
ENSG00000152760.10,DYNLT5,0.0010923535253227407,0.0024816748546252314,1.7388311370042893,943.0
ENSG00000143479.18,DYRK3,0.007447864945382324,0.013153382672469596,1.4284662062508426,1839.0
ENSG00000117600.14,PLPPR4,0.0014895729890764648,0.002679278618051828,1.6020848193373087,1193.0
ENSG00000187942.12,LDLRAD2,0.004568023833167826,0.010307862836793554,1.891970335390511,788.0
ENSG00000263961.8,RHEX,0.0008937437934458789,0.0016875515250629645,1.7231131345838728,977.0
ENSG00000197956.10,S100A6,27.230089374379343,971.0243204806401,2.1242726615012324,602.0
