gene_id,gene_symbol,means,dispersions,dispersions_norm
ENSG00000049323.16,LTBP1,0.004597397411234003,2.15260543931955,5.678657
ENSG00000232518.3,ENSG00000232518.3,0.0010170036800245359,1.0480587711423237,2.409934
ENSG00000186854.11,TRABD2A,0.5303565660776278,0.97525478906838,1.5723727
ENSG00000115363.14,EVA1A,0.001064518490238666,0.6838462527094891,1.3321073
ENSG00000119866.22,BCL11A,0.4756630642332482,1.5646887948152772,3.2724843
ENSG00000273445.1,ENSG00000273445.1,0.030882242988833387,0.9407912580222795,2.0924935
ENSG00000143995.20,MEIS1,0.004966462908290806,0.913907637600317,2.0129359
ENSG00000184731.6,FAM110C,0.007751879896607991,1.778337997958617,4.5710745
ENSG00000163235.16,TGFA,0.005004679082289915,0.6746646758774146,1.304936
ENSG00000163121.10,NEURL3,0.0008594248992870072,1.0628347447509834,2.453661
ENSG00000125538.12,IL1B,0.36483343734234003,1.539407478285674,3.1995652
ENSG00000243466.1,IGKV1-5,0.00820319053245158,2.0392565845711434,5.3432198
ENSG00000158050.5,DUSP2,0.5153528859271413,1.712955414757664,3.7001314
ENSG00000223947.1,ENSG00000223947.1,0.00038290514937944117,0.931345458637342,2.0645404
ENSG00000236780.7,LINC01829,0.00041567857801951783,0.8263457490910355,1.753811
ENSG00000244063.1,ENSG00000244063.1,0.0017787112630816494,0.9154237986239744,2.0174227
ENSG00000163075.13,CFAP221,0.001987760962777991,0.8934068002458466,1.952267
ENSG00000152128.13,TMEM163,0.0033988008407348203,0.7075897764829288,1.4023724
ENSG00000188042.8,ARL4C,1.1267604119389585,1.523033436730298,1.6977755
ENSG00000203435.2,E2F3P2,0.0007223172813182304,0.756420662655472,1.5468793
ENSG00000235615.2,ENSG00000235615.2,0.0012017956779300045,0.6678414747092724,1.2847439
ENSG00000280721.1,LINC01943,0.027513331132871837,0.9337810565094151,2.071748
ENSG00000187699.10,C2orf88,0.026108393409730958,2.61023486171513,7.0329356
ENSG00000144290.17,SLC4A10,0.02977590029796557,1.1866869889948248,2.8201814
ENSG00000135916.16,ITM2C,0.3330020668987291,2.223027124259798,5.1713376
ENSG00000135898.10,GPR55,0.008957980366725921,0.7757726898546843,1.6041484
ENSG00000003436.16,TFPI,0.005371868956565636,0.7579011717772066,1.5512606
ENSG00000176720.6,BOK,0.018029087816844987,0.9312419935869936,2.064234
ENSG00000283164.1,ENSG00000283164.1,0.0004843624415833081,0.7629782718900148,1.5662855
ENSG00000236451.3,ENSG00000236451.3,0.001053595163576555,1.0342998762552449,2.369217
ENSG00000236283.5,ENSG00000236283.5,0.01075042571668319,0.659306560765717,1.2594862
ENSG00000222724.1,RNU2-63P,0.368892839955668,1.8823510550521778,4.188721
ENSG00000222923.1,RNU2-41P,0.0005792928337777416,0.981578890525666,2.2131977
ENSG00000243510.3,RN7SL111P,0.0014592068394243178,1.182207443778695,2.8069248
ENSG00000201044.1,RNU6-268P,0.002346351424916465,0.6539760814752738,1.2437115
ENSG00000138378.19,STAT4,0.2509926236142118,0.6541741220628149,1.2442976
ENSG00000279254.1,ENSG00000279254.1,0.000532409794028306,0.6677777769885608,1.2845553
ENSG00000123485.12,HJURP,0.003953894909957115,1.241110745515569,2.9812393
ENSG00000115828.17,QPCT,0.19750310908297103,0.7040455935553829,1.391884
ENSG00000237666.2,ENSG00000237666.2,0.0006891643465797632,0.7965389444612525,1.6656027
ENSG00000144485.11,HES6,0.026197065345988764,0.6496455560672844,1.230896
ENSG00000231672.8,DIRC3,0.008142869631478889,0.9903120323840788,2.239042
ENSG00000138449.11,SLC40A1,0.20777113248260723,0.8313193118874749,1.7685294
ENSG00000286942.1,ENSG00000286942.1,0.012124794710445478,0.7703957554144472,1.5882363
ENSG00000171596.7,NMUR1,0.06029758890745414,0.9922336285075394,2.2447288
ENSG00000227799.1,CDPF1P1,0.0034609224263730002,0.8206144354857744,1.7368501
ENSG00000279485.1,ENSG00000279485.1,0.008643200047992265,0.6962051124723532,1.3686813
ENSG00000236525.1,ENSG00000236525.1,0.0061970460313129005,0.6844568540115736,1.3339143
ENSG00000234389.1,ENSG00000234389.1,0.01672506505606366,0.8654466162727127,1.8695235
ENSG00000287858.1,ENSG00000287858.1,0.00533963419739741,0.7421137891839772,1.5045404
ENSG00000213160.10,KLHL23,0.010616378757119608,0.6787521480542023,1.3170322
ENSG00000134317.18,GRHL1,0.007211513450647789,1.0244759315526921,2.3401444
ENSG00000171848.16,RRM2,0.020702525256046912,1.649079969037432,4.1885567
ENSG00000143878.10,RHOB,0.7762968852063554,1.3917826924526964,1.5221014
ENSG00000237126.8,ENSG00000237126.8,0.0011907955878145938,0.7160483421143653,1.427404
ENSG00000135929.9,CYP27A1,0.11400203466010946,0.6808210657642543,1.3231548
ENSG00000229948.2,B3GALNT1P1,0.009908555220770839,0.652747801871359,1.2400767
ENSG00000198885.10,ITPRIPL1,0.04077159023033939,0.6525947028624907,1.2396235
ENSG00000134321.13,RSAD2,0.22278772750387946,0.9624687364646469,2.1566446
ENSG00000123610.5,TNFAIP6,0.023234055086693364,0.9849171053959087,2.2230766
ENSG00000132329.11,RAMP1,0.016553564285620593,0.9726856375680888,2.1868796
ENSG00000235192.1,ENSG00000235192.1,0.009111651954511713,0.7047223631239178,1.3938867
